Commodity,Attribute,Country,1966/1967,1967/1968,1968/1969,1969/1970,1970/1971,1971/1972,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Uganda,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Union of Soviet Socialist Repu,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United Kingdom,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United States,0,0,0,171,55,43.0,52.0,52.0,50,62.0,48.0,39.0,39,39.0,55.0,36.0,47.0,41.0,23.0,49.0,39.0,41.0,73.0,67.0,36.0,62.0,35.0,37.0,48.0,37.0,43.0,30.0,36.0,34.0,22.0,42.0,18.0,17.0,50.0,35.0,46.0,45.0,66.0,55.0,42.0,75.0,45.0,52.0,41.0,27.0,19.0,20.0,15.0,16.0,20.0,22.0,23.0,23.0,(1000 MT)
,,Uzbekistan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,53.0,44.0,47.0,63.0,37.0,41.0,(1000 MT)
,,Yemen (Aden),0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Yemen (Sanaa),0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Zimbabwe,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,Production,Albania,0,0,0,2,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Algeria,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Argentina,0,0,0,36,20,19.0,30.0,28.0,41,35.0,41.0,57.0,48,38.0,20.0,41.0,25.0,38.0,38.0,24.0,18.0,50.0,37.0,58.0,60.0,48.0,36.0,57.0,59.0,65.0,49.0,46.0,27.0,22.0,27.0,16.0,6.0,10.0,9.0,7.0,12.0,4.0,6.0,20.0,23.0,17.0,13.0,27.0,19.0,9.0,8.0,20.0,17.0,20.0,20.0,23.0,22.0,23.0,(1000 MT)
,,Armenia,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Australia,0,0,0,8,6,12.0,9.0,7.0,8,7.0,7.0,11.0,12,21.0,27.0,39.0,26.0,40.0,64.0,42.0,35.0,47.0,45.0,48.0,72.0,75.0,47.0,38.0,40.0,57.0,79.0,84.0,77.0,59.0,50.0,75.0,50.0,41.0,79.0,83.0,54.0,43.0,43.0,61.0,103.0,109.0,109.0,109.0,100.0,97.0,117.0,133.0,36.0,1.0,1.0,3.0,3.0,12.0,(1000 MT)
,,Austria,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Azerbaijan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,7.0,7.0,9.0,10.0,13.0,12.0,11.0,6.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,6.0,13.0,20.0,23.0,24.0,19.0,21.0,23.0,(1000 MT)
,,Belgium-Luxembourg,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Benin,0,0,0,1,1,0.0,2.0,1.0,2,1.0,1.0,1.0,1,3.0,1.0,1.0,2.0,1.0,5.0,5.0,11.0,4.0,8.0,5.0,8.0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,12.0,12.0,13.0,18.0,20.0,19.0,21.0,12.0,18.0,17.0,16.0,14.0,12.0,14.0,21.0,22.0,23.0,30.0,33.0,41.0,42.0,47.0,53.0,54.0,45.0,41.0,(1000 MT)
,,Brazil,0,0,0,193,140,181.0,163.0,144.0,126,98.0,136.0,129.0,147,166.0,175.0,181.0,187.0,151.0,269.0,141.0,130.0,185.0,140.0,144.0,140.0,150.0,85.0,100.0,114.0,84.0,62.0,93.0,109.0,155.0,168.0,196.0,164.0,160.0,264.0,272.0,224.0,312.0,320.0,264.0,248.0,412.0,416.0,272.0,368.0,336.0,280.0,336.0,448.0,648.0,672.0,560.0,576.0,720.0,(1000 MT)
,,Bulgaria,0,0,0,4,3,4.0,4.0,3.0,3,3.0,0.0,1.0,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Burkina Faso,0,0,0,2,1,2.0,2.0,3.0,4,5.0,6.0,4.0,7,11.0,7.0,7.0,8.0,8.0,8.0,13.0,18.0,17.0,16.0,14.0,17.0,16.0,14.0,10.0,12.0,12.0,16.0,25.0,20.0,17.0,18.0,24.0,26.0,30.0,36.0,43.0,40.0,24.0,28.0,24.0,24.0,25.0,33.0,33.0,33.0,33.0,39.0,38.0,30.0,32.0,31.0,32.0,23.0,24.0,(1000 MT)
,,Burma,0,0,0,3,4,4.0,4.0,4.0,4,4.0,3.0,4.0,5,4.0,7.0,9.0,9.0,10.0,11.0,9.0,7.0,7.0,5.0,8.0,9.0,8.0,8.0,5.0,9.0,11.0,13.0,13.0,20.0,25.0,16.0,14.0,15.0,18.0,22.0,27.0,31.0,36.0,53.0,61.0,64.0,58.0,43.0,59.0,63.0,74.0,59.0,41.0,32.0,23.0,20.0,21.0,19.0,32.0,(1000 MT)
,,Cameroon,0,0,0,8,3,4.0,4.0,2.0,4,4.0,4.0,3.0,5,9.0,9.0,10.0,9.0,10.0,12.0,16.0,16.0,15.0,18.0,14.0,15.0,14.0,15.0,15.0,18.0,18.0,19.0,18.0,18.0,16.0,19.0,20.0,18.0,21.0,21.0,21.0,14.0,11.0,14.0,12.0,15.0,16.0,20.0,24.0,25.0,25.0,27.0,28.0,30.0,32.0,34.0,32.0,31.0,34.0,(1000 MT)
,,Canada,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Chad,0,0,0,12,9,11.0,10.0,12.0,14,18.0,14.0,12.0,14,9.0,8.0,7.0,11.0,17.0,9.0,11.0,9.0,13.0,14.0,13.0,17.0,17.0,16.0,9.0,12.0,12.0,13.0,15.0,9.0,13.0,13.0,13.0,13.0,12.0,16.0,13.0,8.0,9.0,6.0,3.0,4.0,5.0,6.0,6.0,12.0,14.0,16.0,3.0,2.0,13.0,14.0,18.0,12.0,12.0,(1000 MT)
,,China,0,0,0,318,348,322.0,300.0,392.0,377,364.0,314.0,313.0,332,333.0,404.0,447.0,542.0,698.0,951.0,625.0,536.0,645.0,630.0,558.0,765.0,1089.0,869.0,778.0,897.0,1029.0,907.0,945.0,963.0,850.0,900.0,1116.0,1160.0,1105.0,1365.0,1322.0,1550.0,1625.0,1600.0,1466.0,1411.0,1476.0,1566.0,1487.0,1396.0,1091.0,1115.0,1382.0,1382.0,1368.0,1411.0,1368.0,1484.0,1353.0,(1000 MT)
,,Costa Rica,0,0,0,1,2,3.0,1.0,2.0,1,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Cote d'Ivoire,0,0,0,1,0,1.0,0.0,0.0,1,4.0,6.0,9.0,10,11.0,11.0,13.0,10.0,12.0,20.0,16.0,19.0,20.0,25.0,22.0,22.0,18.0,18.0,18.0,16.0,15.0,19.0,19.0,22.0,16.0,8.0,9.0,9.0,11.0,15.0,12.0,7.0,2.0,7.0,8.0,12.0,6.0,10.0,14.0,18.0,15.0,6.0,12.0,9.0,9.0,15.0,41.0,17.0,30.0,(1000 MT)
,,Cuba,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Egypt,0,0,0,128,124,125.0,124.0,121.0,105,91.0,91.0,100.0,106,117.0,127.0,122.0,111.0,113.0,100.0,103.0,95.0,82.0,73.0,74.0,80.0,58.0,72.0,88.0,58.0,57.0,76.0,67.0,57.0,56.0,47.0,59.0,62.0,48.0,65.0,45.0,50.0,47.0,23.0,21.0,27.0,34.0,24.0,21.0,25.0,15.0,8.0,14.0,23.0,14.0,10.0,13.0,20.0,21.0,(1000 MT)
,,El Salvador,0,0,0,14,17,17.0,17.0,19.0,20,15.0,19.0,21.0,19,17.0,11.0,10.0,9.0,7.0,10.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,EU-15,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,53.0,58.0,58.0,68.0,56.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,European Union,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,81.0,84.0,72.0,72.0,72.0,72.0,54.0,51.0,48.0,44.0,42.0,45.0,47.0,48.0,50.0,39.0,35.0,44.0,46.0,53.0,49.0,41.0,33.0,23.0,(1000 MT)
,,Former Yugoslavia,0,0,0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,France,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Georgia,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,German Democratic Republic,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Germany,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Germany, Federal Republic of",0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Greece,0,0,0,33,32,37.0,41.0,29.0,33,38.0,32.0,36.0,30,18.0,26.0,40.0,22.0,28.0,41.0,44.0,46.0,44.0,57.0,54.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Guatemala,0,0,0,12,13,18.0,21.0,24.0,23,22.0,31.0,33.0,33,29.0,26.0,19.0,11.0,11.0,10.0,11.0,6.0,10.0,10.0,10.0,9.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Honduras,0,0,0,1,1,3.0,2.0,2.0,3,1.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,India,0,0,0,178,166,225.0,210.0,206.0,209,221.0,174.0,186.0,205,239.0,228.0,251.0,269.0,242.0,316.0,331.0,286.0,284.0,392.0,430.0,405.0,415.0,504.0,428.0,490.0,620.0,640.0,560.0,586.0,562.0,530.0,550.0,488.0,619.0,845.0,855.0,942.0,1062.0,1030.0,1045.0,1150.0,1210.0,1220.0,1305.0,1325.0,1231.0,1166.0,1325.0,1225.0,1390.0,1405.0,1297.0,1369.0,1326.0,(1000 MT)
,,Indonesia,0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Iran,0,0,0,48,46,41.0,47.0,44.0,61,38.0,41.0,46.0,33,20.0,11.0,12.0,15.0,15.0,18.0,20.0,19.0,20.0,24.0,22.0,24.0,29.0,19.0,19.0,25.0,29.0,31.0,26.0,27.0,30.0,33.0,30.0,25.0,18.0,29.0,26.0,20.0,21.0,21.0,19.0,12.0,19.0,15.0,14.0,14.0,14.0,12.0,14.0,13.0,18.0,22.0,22.0,22.0,19.0,(1000 MT)
,,Iraq,0,0,0,4,4,4.0,4.0,4.0,2,3.0,4.0,4.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ireland,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Italy,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,36,41,41,47,47,37.0,28.0,26.0,19,18.0,18.0,20.0,14,13.0,13.0,14.0,14.0,16.0,16.0,15.0,10.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,10.0,7.0,8.0,10.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,(1000 MT)
,,Kazakhstan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,33.0,31.0,25.0,17.0,13.0,11.0,13.0,12.0,14.0,12.0,16.0,20.0,25.0,30.0,31.0,37.0,37.0,35.0,30.0,27.0,22.0,17.0,23.0,26.0,27.0,16.0,16.0,19.0,18.0,21.0,21.0,15.0,14.0,18.0,16.0,(1000 MT)
,,"Korea, South",0,0,0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,6.0,6.0,9.0,12.0,13.0,14.0,17.0,15.0,18.0,20.0,21.0,16.0,15.0,16.0,16.0,19.0,21.0,21.0,24.0,23.0,24.0,20.0,20.0,24.0,20.0,23.0,20.0,22.0,(1000 MT)
,,Kyrgyzstan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,13.0,15.0,9.0,5.0,3.0,6.0,7.0,7.0,5.0,8.0,8.0,7.0,11.0,7.0,8.0,10.0,11.0,11.0,8.0,6.0,3.0,4.0,6.0,5.0,4.0,3.0,2.0,3.0,5.0,6.0,8.0,7.0,7.0,7.0,7.0,(1000 MT)
,,Madagascar,0,0,0,2,2,2.0,2.0,3.0,2,3.0,2.0,3.0,3,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,(1000 MT)
,,Malaysia,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Mali,0,0,0,2,3,5.0,5.0,4.0,5,6.0,9.0,11.0,10,11.0,11.0,10.0,13.0,15.0,14.0,19.0,22.0,21.0,27.0,28.0,31.0,29.0,35.0,29.0,32.0,42.0,45.0,45.0,42.0,38.0,17.0,37.0,30.0,42.0,36.0,36.0,27.0,17.0,13.0,17.0,19.0,28.0,38.0,40.0,44.0,46.0,57.0,63.0,68.0,71.0,36.0,61.0,39.0,54.0,(1000 MT)
,,Mexico,0,0,0,116,99,109.0,111.0,103.0,117,75.0,68.0,96.0,91,92.0,108.0,104.0,55.0,72.0,91.0,69.0,45.0,73.0,93.0,57.0,60.0,82.0,42.0,33.0,53.0,78.0,75.0,73.0,82.0,73.0,78.0,70.0,55.0,59.0,84.0,93.0,86.0,79.0,40.0,46.0,62.0,76.0,74.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Morocco,0,0,0,2,2,2.0,2.0,2.0,2,1.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Mozambique,0,0,0,10,9,12.0,12.0,11.0,10,3.0,5.0,5.0,5,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,8.0,5.0,4.0,4.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,9.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,(1000 MT)
,,Netherlands,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
